Team,Location,Against,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,WinsLosses
UTA,Home,POR,240,117,46,83,55.4,13,29,44.8,12,23,52.2,9,40,49,20,7,10,17,19,W
UTA,Home,OKC,240,106,42,93,45.2,11,34,32.4,11,18,61.1,10,34,44,35,12,4,13,19,L
UTA,Away,POR,240,120,47,85,55.3,16,31,51.6,10,17,58.8,6,36,42,35,7,6,15,21,W
UTA,Home,GSW,240,108,37,93,39.8,16,42,38.1,18,22,81.8,10,42,52,30,7,6,16,16,W
UTA,Away,HOU,240,97,32,82,39,10,35,28.6,23,31,74.2,11,41,52,23,9,4,24,25,L
UTA,Away,ORL,240,89,28,89,31.5,7,29,24.1,26,28,92.9,11,31,42,17,13,4,10,19,L
UTA,Home,MIA,240,111,40,76,52.6,16,32,50,15,21,71.4,7,45,52,29,6,4,17,19,W
UTA,Away,OKC,240,113,43,84,51.2,8,29,27.6,19,30,63.3,11,34,45,30,11,4,20,28,L
UTA,Away,SAS,240,97,37,85,43.5,9,29,31,14,19,73.7,9,29,38,23,8,4,16,15,L
UTA,Home,HOU,240,118,45,89,50.6,8,32,25,20,27,74.1,12,35,47,26,16,4,12,24,W
UTA,Home,SAS,240,139,51,84,60.7,20,33,60.6,17,20,85,5,37,42,38,12,5,18,20,W
UTA,Away,MIA,240,100,39,89,43.8,11,33,33.3,11,15,73.3,10,40,50,21,8,6,14,18,L
UTA,Away,CHA,240,119,44,81,54.3,18,40,45,13,18,72.2,6,35,41,32,5,5,14,13,W
UTA,Away,BKN,240,101,39,82,47.6,9,28,32.1,14,21,66.7,8,40,48,17,10,6,19,25,W
UTA,Home,IND,240,88,34,81,42,8,31,25.8,12,17,70.6,10,28,38,25,10,4,19,17,L
UTA,Away,SAC,240,133,49,92,53.3,10,30,33.3,25,33,75.8,13,36,49,30,11,5,19,26,W
UTA,Away,LAL,240,83,33,85,38.8,4,23,17.4,13,17,76.5,7,34,41,22,12,3,19,21,L
UTA,Home,SAC,240,110,38,88,43.2,12,39,30.8,22,31,71,12,34,46,21,7,7,10,21,L
UTA,Away,IND,240,94,36,74,48.6,11,25,44,11,16,68.8,3,33,36,26,6,10,19,18,L
UTA,Away,BOS,240,98,35,78,44.9,11,38,28.9,17,27,63,7,39,46,23,11,4,15,23,W
UTA,Away,PHI,240,107,41,88,46.6,4,22,18.2,21,37,56.8,10,29,39,15,10,4,13,25,L
UTA,Away,DAL,240,68,25,81,30.9,6,35,17.1,12,19,63.2,8,25,33,16,11,3,22,21,L
UTA,Away,MEM,240,96,32,82,39,9,32,28.1,23,30,76.7,13,36,49,19,7,6,15,25,W
UTA,Home,BOS,240,123,43,77,55.8,13,34,38.2,24,30,80,8,37,45,29,4,4,17,21,W
UTA,Home,DAL,240,117,43,89,48.3,13,37,35.1,18,26,69.2,8,27,35,31,12,10,12,32,W
UTA,Home,TOR,240,111,38,86,44.2,8,31,25.8,27,41,65.9,12,28,40,29,10,4,12,19,L
UTA,Away,DEN,240,88,33,81,40.7,6,31,19.4,16,24,66.7,10,30,40,22,12,7,13,21,L
UTA,Home,MEM,240,100,36,77,46.8,14,36,38.9,14,25,56,10,29,39,21,3,5,14,25,L
UTA,Away,MIN,240,125,47,97,48.5,13,30,43.3,18,30,60,20,28,48,25,9,5,14,22,L
UTA,Away,DAL,240,113,42,80,52.5,10,25,40,19,22,86.4,8,35,43,25,8,6,18,27,W
UTA,Away,NOP,240,132,46,88,52.3,10,32,31.3,30,37,81.1,6,37,43,32,7,7,13,26,W
UTA,Away,HOU,240,100,34,78,43.6,10,29,34.5,22,28,78.6,9,38,47,21,7,5,19,21,W
UTA,Home,MEM,240,84,29,82,35.4,8,32,25,18,23,78.3,10,40,50,18,6,6,15,22,L
UTA,Home,GSW,240,123,40,89,44.9,19,46,41.3,24,29,82.8,10,28,38,24,11,4,17,19,L
UTA,Away,SAC,240,123,41,79,51.9,13,27,48.1,28,38,73.7,5,39,44,21,8,4,17,19,W
UTA,Away,LAC,265,137,47,106,44.3,14,35,40,29,33,87.9,17,40,57,31,8,11,17,24,L
UTA,Home,DEN,240,118,41,78,52.6,10,27,37,26,34,76.5,9,39,48,24,5,5,15,21,W
UTA,Away,LAL,240,109,38,84,45.2,13,42,31,20,28,71.4,10,25,35,25,11,4,11,17,L
UTA,Home,SAC,240,119,44,85,51.8,15,33,45.5,16,25,64,7,39,46,30,9,6,16,26,W
UTA,Away,PHX,240,118,44,77,57.1,16,32,50,14,18,77.8,7,38,45,30,2,9,20,16,W
UTA,Home,CHA,240,111,38,79,48.1,15,35,42.9,20,26,76.9,5,42,47,30,7,3,18,25,W
UTA,Home,WAS,240,128,48,87,55.2,14,32,43.8,18,18,100,8,36,44,26,7,7,18,22,W
UTA,Home,LAL,240,115,41,83,49.4,10,32,31.3,23,36,63.9,8,46,54,33,4,5,11,18,W
UTA,Home,PHX,240,125,48,86,55.8,10,21,47.6,19,23,82.6,10,33,43,31,11,4,14,23,W
UTA,Away,CHI,240,114,46,95,48.4,11,32,34.4,11,15,73.3,12,46,58,27,7,8,12,17,W
UTA,Away,ATL,240,114,43,94,45.7,10,32,31.3,18,26,69.2,14,35,49,25,12,3,15,24,L
UTA,Away,NYK,240,137,48,85,56.5,20,42,47.6,21,25,84,7,33,40,38,7,3,10,18,W
UTA,Away,WAS,240,116,49,91,53.8,14,37,37.8,4,6,66.7,7,34,41,35,10,8,17,21,W
UTA,Home,BKN,240,114,39,91,42.9,13,36,36.1,23,31,74.2,15,50,65,24,3,7,15,21,W
UTA,Home,MIN,240,120,44,89,49.4,13,38,34.2,19,27,70.4,13,36,49,30,7,8,12,20,W
UTA,Away,PHX,240,114,42,90,46.7,12,33,36.4,18,25,72,12,40,52,30,8,4,12,22,W
UTA,Home,OKC,240,89,32,88,36.4,13,43,30.2,12,17,70.6,11,37,48,22,12,6,14,25,L
UTA,Away,MEM,240,104,35,82,42.7,18,48,37.5,16,24,66.7,10,31,41,21,8,10,13,20,L
UTA,Away,NOP,240,114,46,88,52.3,8,30,26.7,14,22,63.6,9,36,45,31,9,8,20,20,W
UTA,Home,NOP,240,112,43,92,46.7,14,38,36.8,12,14,85.7,13,34,47,35,3,6,18,17,L
UTA,Home,MIL,240,115,44,96,45.8,12,29,41.4,15,26,57.7,16,37,53,22,13,7,13,23,W
UTA,Away,DEN,240,111,37,84,44,16,43,37.2,21,33,63.6,10,34,44,25,6,6,11,22,W
UTA,Home,LAC,240,111,38,92,41.3,11,34,32.4,24,32,75,14,42,56,22,9,12,16,23,W
UTA,Home,DAL,240,125,41,85,48.2,14,38,36.8,29,33,87.9,8,45,53,28,2,9,7,21,W
UTA,Away,OKC,290,147,52,105,49.5,18,40,45,25,31,80.6,15,46,61,33,8,10,25,25,L
UTA,Away,GSW,240,108,41,87,47.1,10,26,38.5,16,21,76.2,7,42,49,23,3,4,16,21,L
UTA,Home,SAS,240,125,47,90,52.2,16,41,39,15,20,75,9,43,52,29,7,3,11,17,W
UTA,Home,PHX,240,116,42,84,50,11,28,39.3,21,32,65.6,12,31,43,29,13,5,16,18,W
UTA,Home,HOU,240,98,31,86,36,11,41,26.8,25,36,69.4,14,37,51,19,8,9,23,21,L
UTA,Home,ATL,240,128,46,87,52.9,12,35,34.3,24,30,80,11,40,51,31,4,6,15,22,W
UTA,Away,POR,240,105,38,85,44.7,11,34,32.4,18,21,85.7,8,28,36,24,9,4,17,22,L
UTA,Away,MIN,240,125,46,86,53.5,15,39,38.5,18,25,72,6,30,36,30,8,5,9,17,W
UTA,Home,MIN,240,106,37,94,39.4,13,40,32.5,19,25,76,16,31,47,25,9,8,11,19,W
UTA,Home,DEN,240,114,38,88,43.2,19,46,41.3,19,27,70.4,12,28,40,28,7,7,13,20,W
UTA,Home,POR,240,104,36,91,39.6,7,33,21.2,25,31,80.6,13,35,48,21,5,8,15,19,L
UTA,Home,CLE,240,115,44,85,51.8,13,37,35.1,14,15,93.3,8,40,48,33,6,5,19,22,W
UTA,Away,LAC,240,129,44,86,51.2,11,33,33.3,30,37,81.1,8,40,48,27,9,7,13,15,W
UTA,Home,DET,240,100,31,80,38.8,12,37,32.4,26,36,72.2,11,44,55,20,5,3,18,18,W
UTA,Home,CHI,240,110,38,88,43.2,16,45,35.6,18,25,72,10,42,52,23,6,11,13,18,W
UTA,Home,LAL,240,113,38,96,39.6,15,42,35.7,22,32,68.8,15,50,65,24,9,9,16,20,W
UTA,Home,ORL,240,106,41,84,48.8,12,33,36.4,12,14,85.7,4,40,44,24,5,3,13,20,W
UTA,Away,MIL,240,102,36,86,41.9,14,37,37.8,16,23,69.6,11,35,46,20,6,6,15,21,L
UTA,Away,DET,240,110,39,82,47.6,7,21,33.3,25,32,78.1,7,35,42,24,12,6,12,23,W
UTA,Away,CLE,240,117,42,82,51.2,14,35,40,19,22,86.4,8,39,47,28,6,9,11,19,W
UTA,Away,TOR,240,116,42,97,43.3,9,32,28.1,23,29,79.3,12,31,43,23,6,4,4,27,L
TOR,Home,CHI,240,95,34,92,37,9,33,27.3,18,20,90,17,35,52,17,5,8,12,15,W
TOR,Away,ORL,240,87,28,95,29.5,12,34,35.3,19,24,79.2,14,27,41,18,4,10,11,21,L
