Team,Location,Against,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,WinsLosses
MEM,Home,LAL,240,88,34,84,40.5,6,30,20,14,18,77.8,9,27,36,17,13,7,15,19,L
MEM,Away,NOP,240,107,39,83,47,8,19,42.1,21,28,75,10,32,42,30,10,7,11,25,W
MEM,Home,LAC,240,96,37,85,43.5,7,28,25,15,24,62.5,11,38,49,18,9,6,16,27,W
MEM,Away,PHI,240,95,33,79,41.8,11,28,39.3,18,23,78.3,3,32,35,19,7,7,15,24,L
MEM,Away,BKN,290,131,50,101,49.5,12,30,40,19,22,86.4,11,34,45,27,8,6,17,23,W
MEM,Home,TOR,240,114,43,85,50.6,10,29,34.5,18,21,85.7,11,24,35,27,9,5,15,23,L
MEM,Home,NYK,240,98,38,86,44.2,11,30,36.7,11,19,57.9,6,35,41,27,5,19,8,23,L
MEM,Away,LAC,265,107,42,92,45.7,9,27,33.3,14,18,77.8,6,41,47,29,6,7,17,29,L
MEM,Away,SAS,240,104,39,81,48.1,8,25,32,18,21,85.7,4,36,40,21,4,7,9,25,W
MEM,Home,DAL,240,98,37,79,46.8,12,30,40,12,14,85.7,5,40,45,29,8,11,16,21,W
MEM,Away,MIN,240,100,35,82,42.7,12,28,42.9,18,25,72,10,33,43,26,11,9,12,20,W
MEM,Home,SAC,240,112,43,85,50.6,11,25,44,15,24,62.5,9,31,40,24,11,5,16,23,W
MEM,Away,MIL,240,116,42,83,50.6,14,36,38.9,18,24,75,4,30,34,24,8,4,14,20,W
MEM,Home,UTA,240,88,33,79,41.8,4,24,16.7,18,23,78.3,8,34,42,19,7,9,16,28,L
MEM,Home,PHI,265,112,45,103,43.7,11,30,36.7,11,15,73.3,15,30,45,16,9,3,11,18,W
MEM,Home,DEN,240,89,30,70,42.9,8,21,38.1,21,25,84,8,28,36,19,7,7,18,22,W
MEM,Away,GSW,240,101,38,83,45.8,9,27,33.3,16,21,76.2,4,26,30,31,8,8,10,19,L
MEM,Away,PHX,240,100,36,76,47.4,7,23,30.4,21,29,72.4,9,21,30,19,13,3,13,21,L
MEM,Away,UTA,240,110,38,75,50.7,13,26,50,21,34,61.8,9,30,39,23,9,3,11,29,W
MEM,Home,WAS,240,107,36,74,48.6,13,28,46.4,22,31,71,6,32,38,28,16,3,17,20,W
MEM,Home,PHX,240,117,44,79,55.7,9,26,34.6,20,22,90.9,3,36,39,30,12,1,12,21,W
MEM,Away,SAC,240,92,36,94,38.3,10,37,27,10,13,76.9,13,36,49,18,7,6,15,25,L
MEM,Away,UTA,240,92,31,84,36.9,9,28,32.1,21,26,80.8,7,36,43,18,10,2,11,22,W
MEM,Home,ATL,240,131,44,81,54.3,13,26,50,30,43,69.8,7,34,41,32,9,4,17,29,W
MEM,Away,IND,240,83,25,84,29.8,10,29,34.5,23,28,82.1,7,21,28,16,11,3,10,18,L
MEM,Home,GSW,240,132,48,98,49,21,46,45.7,15,18,83.3,15,34,49,25,9,0,11,18,W
MEM,Away,DET,240,93,33,69,47.8,10,24,41.7,17,21,81,7,36,43,19,4,6,22,24,L
MEM,Home,DAL,265,127,42,98,42.9,19,44,43.2,24,28,85.7,10,43,53,32,4,4,9,24,L
MEM,Away,DAL,240,122,46,96,47.9,16,41,39,14,16,87.5,12,38,50,30,7,2,10,16,W
MEM,Away,POR,240,89,31,80,38.8,11,33,33.3,16,19,84.2,4,28,32,20,10,9,13,16,L
MEM,Away,LAC,240,96,32,85,37.6,8,33,24.2,24,29,82.8,6,28,34,22,13,6,14,26,L
MEM,Away,PHX,240,120,41,89,46.1,8,25,32,30,40,75,15,29,44,24,15,6,11,18,W
MEM,Home,GSW,240,103,39,100,39,10,31,32.3,15,21,71.4,19,32,51,22,11,5,10,16,L
MEM,Home,OKC,240,115,40,89,44.9,11,33,33.3,24,31,77.4,13,44,57,31,8,3,15,18,W
MEM,Home,MIN,240,99,36,96,37.5,10,33,30.3,17,22,77.3,20,27,47,22,8,4,15,22,L
MEM,Away,ORL,265,119,47,93,50.5,15,38,39.5,10,21,47.6,10,42,52,28,5,6,13,24,L
MEM,Home,HOU,265,126,41,89,46.1,13,37,35.1,31,39,79.5,15,36,51,20,8,0,17,19,W
MEM,Away,WAS,240,128,48,90,53.3,12,33,36.4,20,26,76.9,7,33,40,35,5,3,10,27,L
MEM,Away,ATL,240,111,38,89,42.7,14,40,35,21,26,80.8,9,26,35,28,8,6,14,17,L
MEM,Home,ORL,240,105,34,82,41.5,9,31,29,28,31,90.3,6,39,45,23,6,6,12,22,W
MEM,Home,UTA,240,114,46,90,51.1,9,22,40.9,13,15,86.7,8,35,43,31,5,5,11,18,W
MEM,Home,POR,240,120,40,75,53.3,13,27,48.1,27,36,75,4,30,34,22,11,5,17,21,W
MEM,Away,OKC,240,95,35,79,44.3,7,22,31.8,18,19,94.7,4,40,44,22,9,9,22,25,L
MEM,Away,DAL,240,111,39,78,50,14,34,41.2,19,24,79.2,4,46,50,30,4,6,15,30,W
MEM,Home,CHI,240,107,41,94,43.6,9,27,33.3,16,18,88.9,12,34,46,25,7,5,16,17,L
MEM,Home,LAL,240,110,41,93,44.1,9,36,25,19,23,82.6,15,42,57,20,7,5,15,21,W
MEM,Away,CLE,240,107,40,90,44.4,5,25,20,22,28,78.6,15,28,43,18,7,6,12,21,L
MEM,Home,LAC,240,106,33,90,36.7,9,32,28.1,31,36,86.1,11,28,39,20,10,6,11,31,L
MEM,Away,CHI,240,110,43,89,48.3,11,31,35.5,13,17,76.5,6,26,32,33,9,5,9,19,L
MEM,Home,SAS,240,107,44,89,49.4,8,24,33.3,11,16,68.8,8,40,48,25,5,6,13,23,L
MEM,Home,NOP,240,99,38,88,43.2,8,29,27.6,15,18,83.3,10,35,45,27,6,2,12,24,W
MEM,Away,OKC,240,95,34,77,44.2,7,24,29.2,20,23,87,8,37,45,19,9,4,24,21,L
MEM,Home,MIN,240,108,36,86,41.9,15,34,44.1,21,29,72.4,12,27,39,18,11,6,8,18,W
MEM,Away,NYK,240,96,37,91,40.7,9,26,34.6,13,18,72.2,10,39,49,25,8,4,8,20,W
MEM,Away,CHA,240,92,35,80,43.8,9,29,31,13,17,76.5,9,31,40,23,8,3,14,22,L
MEM,Away,MIN,265,97,36,87,41.4,6,23,26.1,19,22,86.4,14,37,51,21,3,7,18,27,L
MEM,Home,DEN,240,92,35,78,44.9,9,32,28.1,13,19,68.4,9,33,42,26,5,7,20,22,L
MEM,Home,IND,240,106,39,80,48.8,9,28,32.1,19,28,67.9,8,28,36,29,8,5,14,24,W
MEM,Home,SAC,240,96,34,80,42.5,6,20,30,22,27,81.5,9,35,44,22,13,5,16,22,L
MEM,Home,CHA,240,107,38,81,46.9,9,31,29,22,24,91.7,6,32,38,25,8,3,11,25,L
MEM,Home,NOP,240,85,33,88,37.5,9,35,25.7,10,17,58.8,10,25,35,21,10,1,12,19,L
MEM,Away,TOR,240,90,34,80,42.5,10,29,34.5,12,15,80,10,32,42,21,7,3,26,13,L
MEM,Away,BOS,240,116,41,92,44.6,16,35,45.7,18,20,90,9,30,39,33,11,5,9,22,L
MEM,Home,MIL,240,101,37,95,38.9,10,31,32.3,17,25,68,13,35,48,29,11,9,15,15,L
MEM,Away,HOU,240,94,36,71,50.7,10,22,45.5,12,22,54.5,9,34,43,31,5,5,24,20,L
MEM,Away,MIA,240,108,39,81,48.1,9,29,31,21,27,77.8,10,28,38,18,9,6,13,21,L
MEM,Home,SAS,240,96,37,90,41.1,8,33,24.2,14,20,70,9,43,52,22,6,8,9,22,W
MEM,Away,NOP,240,95,35,78,44.9,10,30,33.3,15,18,83.3,6,30,36,28,5,7,18,23,L
MEM,Away,SAS,240,88,31,82,37.8,11,28,39.3,15,19,78.9,8,34,42,21,12,3,21,29,L
MEM,Home,BKN,240,100,42,93,45.2,5,24,20.8,11,15,73.3,8,32,40,23,9,5,14,24,L
MEM,Home,DET,240,94,36,78,46.2,4,18,22.2,18,21,85.7,8,36,44,21,2,5,12,22,L
LAL,Home,SAC,240,121,47,98,48,15,44,34.1,12,20,60,12,38,50,30,7,5,14,17,W
LAL,Home,LAC,240,107,36,87,41.4,11,30,36.7,24,35,68.6,8,42,50,23,5,2,17,22,L
LAL,Away,SAC,240,116,45,88,51.1,10,25,40,16,23,69.6,9,37,46,25,7,5,18,19,L
LAL,Away,GSW,240,127,47,85,55.3,13,33,39.4,20,27,74.1,6,43,49,27,5,3,12,20,W
LAL,Home,MEM,240,99,37,75,49.3,10,30,33.3,15,22,68.2,6,35,41,27,6,8,16,16,L
LAL,Home,NOP,240,112,43,92,46.7,8,32,25,18,25,72,8,40,48,28,7,4,13,17,W
LAL,Away,BKN,240,110,42,90,46.7,13,40,32.5,13,23,56.5,8,40,48,21,6,4,14,19,L
LAL,Away,WAS,240,110,44,91,48.4,11,36,30.6,11,18,61.1,8,35,43,24,10,6,22,13,L
LAL,Away,CHA,240,128,49,92,53.3,14,34,41.2,16,24,66.7,10,42,52,34,12,6,16,20,W
LAL,Away,HOU,240,111,43,80,53.8,10,32,31.3,15,27,55.6,7,24,31,23,9,5,13,21,L
LAL,Home,MIA,240,108,41,90,45.6,14,32,43.8,12,20,60,12,34,46,24,9,7,12,10,W
LAL,Away,MEM,240,111,43,97,44.3,16,40,40,9,12,75,19,38,57,27,11,6,18,22,W
LAL,Away,SAS,240,120,46,100,46,11,36,30.6,17,21,81,10,33,43,24,8,1,9,24,L
LAL,Home,SAS,240,121,42,88,47.7,14,39,35.9,23,33,69.7,6,36,42,21,6,3,12,18,W
LAL,Home,PHX,240,120,46,92,50,11,27,40.7,17,23,73.9,11,45,56,26,9,4,19,15,W
LAL,Home,DAL,240,114,42,86,48.8,9,30,30,21,32,65.6,9,38,47,23,8,3,18,29,W
LAL,Home,IND,240,104,42,86,48.8,7,24,29.2,13,23,56.5,11,39,50,25,8,11,18,23,W
LAL,Away,DEN,240,85,34,87,39.1,5,35,14.3,12,18,66.7,8,31,39,19,5,8,12,19,L
LAL,Home,ORL,240,104,37,79,46.8,10,26,38.5,20,31,64.5,5,37,42,22,9,10,18,17,L
LAL,Home,UTA,240,90,36,79,45.6,7,23,30.4,11,18,61.1,5,42,47,10,11,5,24,20,W
LAL,Away,CLE,240,109,40,78,51.3,9,25,36,20,28,71.4,7,44,51,23,2,9,15,20,W
LAL,Away,MIA,240,113,42,95,44.2,11,27,40.7,18,21,85.7,14,36,50,16,7,5,10,19,W
LAL,Away,ORL,240,117,43,90,47.8,10,30,33.3,21,25,84,8,33,41,22,5,6,14,20,L
LAL,Home,POR,240,126,44,93,47.3,15,32,46.9,23,26,88.5,11,37,48,25,11,6,13,18,W
LAL,Home,ATL,240,107,39,92,42.4,14,38,36.8,15,24,62.5,17,31,48,28,12,9,23,23,W
LAL,Away,SAC,240,101,41,99,41.4,12,38,31.6,7,17,41.2,17,42,59,23,11,3,16,20,W
LAL,Home,MIN,240,114,44,91,48.4,15,34,44.1,11,14,78.6,12,35,47,32,6,4,16,14,W
LAL,Home,TOR,240,107,39,85,45.9,6,24,25,23,29,79.3,6,32,38,25,6,4,16,18,L
LAL,Away,POR,240,114,45,86,52.3,8,21,38.1,16,25,64,9,41,50,20,9,11,20,22,W
LAL,Home,DAL,240,114,43,84,51.2,10,17,58.8,18,24,75,8,31,39,23,12,6,20,27,W
LAL,Away,MIN,240,120,49,104,47.1,12,33,36.4,10,15,66.7,17,31,48,24,8,8,18,24,L
LAL,Away,SAS,240,106,41,86,47.7,13,33,39.4,11,18,61.1,7,35,42,19,5,5,17,25,L
LAL,Home,DEN,240,121,46,92,50,10,29,34.5,19,23,82.6,9,33,42,27,13,3,14,19,W
LAL,Away,PHX,240,131,52,100,52,10,28,35.7,17,23,73.9,11,32,43,34,13,5,8,19,W
LAL,Home,SAS,265,142,55,107,51.4,14,39,35.9,18,26,69.2,13,39,52,33,5,6,15,29,L
LAL,Home,HOU,240,115,48,100,48,8,32,25,11,18,61.1,9,35,44,28,8,10,11,21,L
LAL,Away,POR,240,119,45,93,48.4,7,30,23.3,22,29,75.9,8,38,46,23,10,6,15,26,L
LAL,Home,POR,240,101,40,94,42.6,10,29,34.5,11,17,64.7,17,34,51,29,6,6,17,19,L
LAL,Home,UTA,240,113,46,89,51.7,7,25,28,14,21,66.7,16,33,49,28,5,5,17,21,W
LAL,Away,LAC,240,122,43,96,44.8,14,32,43.8,22,27,81.5,14,41,55,28,8,10,14,24,W
LAL,Home,GSW,240,90,37,104,35.6,8,37,21.6,8,14,57.1,18,44,62,25,10,7,18,10,L
LAL,Away,OKC,240,103,40,84,47.6,16,39,41,7,10,70,4,35,39,26,7,2,23,25,L
LAL,Away,NOP,240,130,48,101,47.5,15,38,39.5,19,22,86.4,11,35,46,30,16,5,11,20,W
LAL,Home,CHA,240,129,51,91,56,18,38,47.4,9,12,75,11,33,44,34,8,2,14,17,W
LAL,Away,UTA,240,100,37,97,38.1,9,27,33.3,17,24,70.8,8,32,40,21,9,5,6,23,L
LAL,Home,WAS,240,124,48,89,53.9,11,33,33.3,17,23,73.9,13,39,52,37,9,5,19,21,W
LAL,Home,SAC,240,111,39,85,45.9,13,40,32.5,20,24,83.3,9,47,56,29,4,8,22,22,W
LAL,Home,BKN,240,106,37,96,38.5,9,36,25,23,32,71.9,19,40,59,21,8,9,16,26,L
LAL,Away,MIL,240,101,33,86,38.4,16,43,37.2,19,23,82.6,8,34,42,20,9,5,19,18,L
LAL,Away,NYK,240,123,47,97,48.5,7,27,25.9,22,28,78.6,15,20,35,26,12,5,10,21,L
LAL,Away,DET,240,97,36,86,41.9,6,25,24,19,26,73.1,11,36,47,24,9,4,14,26,L
LAL,Away,TOR,240,98,38,85,44.7,7,31,22.6,15,24,62.5,6,40,46,24,11,3,21,21,L
LAL,Away,CHI,240,123,47,86,54.7,13,33,39.4,16,20,80,5,36,41,23,11,5,14,14,W
LAL,Home,BOS,240,107,44,91,48.4,5,27,18.5,14,18,77.8,8,35,43,28,4,4,12,16,L
LAL,Home,DEN,240,99,40,84,47.6,7,31,22.6,12,23,52.2,5,36,41,26,5,4,12,22,L
LAL,Home,LAC,240,105,38,91,41.8,10,38,26.3,19,24,79.2,7,33,40,22,2,6,12,21,L
LAL,Away,PHX,240,109,43,89,48.3,8,25,32,15,23,65.2,10,30,40,27,3,3,12,24,L
LAL,Home,MIL,240,120,46,96,47.9,13,40,32.5,15,18,83.3,8,32,40,29,4,4,9,21,L
LAL,Home,NOP,240,125,49,94,52.1,8,25,32,19,31,61.3,6,33,39,37,7,8,8,22,W
LAL,Away,MEM,240,105,40,89,44.9,10,27,37,15,20,75,10,36,46,25,8,5,17,28,L
LAL,Away,NOP,240,115,44,81,54.3,10,29,34.5,17,26,65.4,6,33,39,33,10,3,23,21,L
LAL,Home,HOU,240,111,38,86,44.2,8,30,26.7,27,33,81.8,12,37,49,22,4,4,18,17,W
LAL,Away,ATL,240,113,41,95,43.2,14,40,35,17,25,68,10,34,44,25,10,6,17,24,L
LAL,Away,PHI,240,120,48,93,51.6,10,27,37,14,19,73.7,9,34,43,31,3,4,16,21,L
LAL,Away,BOS,240,129,50,97,51.5,22,41,53.7,7,18,38.9,10,33,43,35,5,6,8,19,W
LAL,Away,IND,240,94,35,75,46.7,4,21,19,20,26,76.9,3,31,34,25,5,3,19,14,L
LAL,Away,GSW,240,101,42,96,43.8,7,27,25.9,10,17,58.8,13,36,49,23,5,4,15,18,L
LAL,Away,LAC,265,123,42,92,45.7,11,26,42.3,28,35,80,7,49,56,28,7,4,16,24,W
LAL,Home,PHI,240,105,43,92,46.7,7,23,30.4,12,16,75,14,35,49,26,7,4,21,20,L
LAL,Home,PHX,240,116,47,89,52.8,10,23,43.5,12,18,66.7,14,27,41,28,8,10,18,30,W
LAL,Home,MIN,240,105,44,87,50.6,8,28,28.6,9,14,64.3,9,30,39,28,5,5,20,23,L
LAL,Home,GSW,240,111,42,84,50,5,20,25,22,38,57.9,7,35,42,20,1,4,15,19,L
LAL,Away,HOU,265,134,50,96,52.1,10,37,27,24,30,80,13,43,56,27,6,4,16,27,L
LAL,Away,OKC,265,138,50,99,50.5,19,40,47.5,19,21,90.5,14,49,63,37,11,5,24,24,W
LAL,Home,CHI,240,107,38,82,46.3,8,26,30.8,23,34,67.6,13,38,51,21,7,4,17,18,W
LAL,Home,CLE,240,95,36,91,39.6,7,34,20.6,16,27,59.3,13,38,51,21,4,5,11,22,L
LAL,Away,UTA,240,95,37,103,35.9,5,27,18.5,16,24,66.7,16,39,55,14,9,5,13,23,L
LAL,Home,DET,240,113,46,82,56.1,8,23,34.8,13,18,72.2,9,38,47,30,5,6,15,17,W
LAL,Away,DAL,240,107,41,94,43.6,8,29,27.6,17,27,63,11,33,44,28,12,2,14,20,W
LAL,Away,MIN,240,86,32,87,36.8,5,22,22.7,17,28,60.7,12,36,48,20,6,4,21,20,L
LAL,Home,NYK,240,112,43,98,43.9,11,37,29.7,15,20,75,12,43,55,23,4,7,17,27,L
LAL,Home,OKC,240,100,37,89,41.6,7,27,25.9,19,32,59.4,8,46,54,24,8,9,17,26,L
LAC,Home,SAS,240,111,36,82,43.9,9,20,45,30,38,78.9,7,33,40,22,9,2,18,25,L
LAC,Away,LAL,240,118,40,91,44,6,19,31.6,32,34,94.1,7,46,53,21,10,4,14,29,W
LAC,Home,SAC,240,127,48,96,50,12,28,42.9,19,23,82.6,14,36,50,23,7,6,15,20,W
LAC,Away,GSW,240,127,43,80,53.8,18,23,78.3,23,29,79.3,5,37,42,23,1,1,17,25,L
LAC,Home,DEN,240,132,53,92,57.6,10,20,50,16,17,94.1,13,43,56,28,7,5,18,23,W
LAC,Home,DAL,240,125,47,83,56.6,6,20,30,25,31,80.6,11,29,40,26,5,5,12,25,W
LAC,Home,POR,240,127,42,83,50.6,10,27,37,33,39,84.6,8,29,37,27,5,1,12,23,L
LAC,Away,OKC,240,104,38,75,50.7,13,25,52,15,22,68.2,6,38,44,18,7,4,26,22,L
LAC,Away,SAS,240,87,30,84,35.7,10,31,32.3,17,24,70.8,13,29,42,21,4,1,17,18,L
LAC,Home,TOR,240,99,38,86,44.2,7,25,28,16,19,84.2,12,32,44,25,2,5,16,16,L
LAC,Away,PHX,265,123,45,85,52.9,7,21,33.3,26,33,78.8,10,32,42,27,8,4,18,21,W
LAC,Home,MIA,240,98,33,89,37.1,7,29,24.1,25,31,80.6,13,36,49,16,5,8,16,26,L
LAC,Away,MEM,240,86,25,74,33.8,8,23,34.8,28,35,80,11,36,47,16,9,4,19,21,L
LAC,Away,NOP,240,129,49,83,59,8,20,40,23,30,76.7,7,32,39,29,4,1,12,21,W
LAC,Away,DAL,240,110,42,95,44.2,9,24,37.5,17,22,77.3,8,36,44,23,9,5,11,22,L
LAC,Away,SAC,240,133,50,90,55.6,12,28,42.9,21,28,75,8,30,38,25,7,5,10,21,W
LAC,Home,PHX,240,115,40,86,46.5,11,21,52.4,24,32,75,18,38,56,21,6,7,21,17,W
LAC,Away,POR,240,104,38,90,42.2,5,25,20,23,34,67.6,11,37,48,15,9,5,4,13,W
LAC,Home,MEM,265,112,40,94,42.6,8,23,34.8,24,27,88.9,8,40,48,26,6,5,11,23,W
LAC,Away,WAS,240,118,46,89,51.7,11,27,40.7,15,18,83.3,7,37,44,20,6,4,19,28,L
LAC,Away,ATL,240,127,40,93,43,10,33,30.3,37,47,78.7,15,37,52,24,9,8,15,22,W
LAC,Away,BKN,240,127,48,95,50.5,11,23,47.8,20,24,83.3,9,29,38,23,4,1,8,25,W
LAC,Home,SAS,240,116,40,85,47.1,8,23,34.8,28,35,80,9,41,50,23,2,3,12,25,W
LAC,Home,GSW,265,121,43,91,47.3,5,20,25,30,34,88.2,6,43,49,23,11,5,17,23,W
LAC,Home,MIL,265,128,46,99,46.5,14,34,41.2,22,27,81.5,10,44,54,26,6,6,18,19,W
LAC,Away,POR,240,105,41,89,46.1,8,23,34.8,15,20,75,7,34,41,19,2,10,7,22,L
LAC,Home,MIN,240,120,43,88,48.9,14,31,45.2,20,22,90.9,13,30,43,30,5,4,12,27,W
LAC,Away,ORL,240,120,41,86,47.7,13,26,50,25,33,75.8,10,40,50,22,5,3,14,23,W
LAC,Away,PHI,240,113,38,86,44.2,9,23,39.1,28,33,84.8,8,34,42,19,6,7,18,28,L
LAC,Away,OKC,240,110,35,74,47.3,7,20,35,33,43,76.7,6,32,38,18,6,7,25,26,L
LAC,Home,WAS,240,136,56,103,54.4,16,29,55.2,8,13,61.5,14,43,57,35,7,9,15,25,W
LAC,Away,HOU,240,133,43,79,54.4,12,23,52.2,35,38,92.1,5,39,44,17,8,4,16,21,W
LAC,Away,NOP,240,109,41,87,47.1,5,20,25,22,27,81.5,9,38,47,18,5,4,17,26,L
LAC,Home,HOU,240,115,42,89,47.2,5,25,20,26,26,100,12,37,49,22,8,7,13,16,W
LAC,Home,OKC,240,108,35,81,43.2,11,26,42.3,27,36,75,10,38,48,21,3,3,15,24,W
LAC,Home,DEN,240,98,35,88,39.8,8,28,28.6,20,24,83.3,9,38,47,21,3,9,14,32,L
LAC,Home,UTA,265,143,54,106,50.9,12,28,42.9,23,30,76.7,12,40,52,34,7,5,12,27,W
LAC,Away,GSW,240,104,38,79,48.1,10,19,52.6,18,29,62.1,6,33,39,26,7,4,20,22,L
LAC,Home,LAL,240,117,40,91,44,10,29,34.5,27,31,87.1,7,38,45,29,7,8,13,22,L
LAC,Home,HOU,240,103,38,82,46.3,8,26,30.8,19,31,61.3,9,29,38,27,11,2,19,22,L
LAC,Home,MEM,240,113,36,75,48,7,27,25.9,34,38,89.5,5,42,47,23,9,5,19,23,W
LAC,Home,CLE,240,132,53,85,62.4,15,33,45.5,11,16,68.8,9,35,44,33,5,5,16,25,W
LAC,Away,MIL,240,118,42,92,45.7,17,33,51.5,17,22,77.3,8,38,46,26,7,3,11,21,L
LAC,Away,MIN,240,122,46,85,54.1,16,32,50,14,14,100,3,48,51,30,8,4,18,26,W
LAC,Away,NYK,240,124,38,86,44.2,15,35,42.9,33,37,89.2,12,30,42,24,7,4,9,19,W
LAC,Away,CLE,240,110,42,82,51.2,6,26,23.1,20,23,87,7,36,43,24,6,6,12,16,W
LAC,Home,IND,240,115,43,89,48.3,10,34,29.4,19,27,70.4,10,29,39,28,14,2,13,20,W
LAC,Home,BKN,240,119,42,97,43.3,12,31,38.7,23,28,82.1,16,38,54,26,8,6,14,25,W
LAC,Home,CHI,240,128,44,99,44.4,10,20,50,30,35,85.7,15,28,43,28,9,5,8,30,W
LAC,Home,POR,240,104,38,95,40,9,15,60,19,27,70.4,25,26,51,21,7,3,12,21,L
LAC,Home,BOS,240,140,53,86,61.6,13,28,46.4,21,25,84,10,37,47,29,4,1,20,26,W
LAC,Home,OKC,240,118,39,86,45.3,9,25,36,31,46,67.4,10,43,53,20,7,4,10,26,W
LAC,Away,LAL,240,113,41,83,49.4,11,29,37.9,20,24,83.3,8,42,50,25,7,3,16,22,W
LAC,Home,NYK,240,128,48,98,49,19,35,54.3,13,17,76.5,9,44,53,33,5,4,17,28,W
LAC,Away,SAC,240,116,40,92,43.5,12,31,38.7,24,33,72.7,16,42,58,19,4,6,12,23,W
LAC,Away,UTA,240,105,37,94,39.4,5,26,19.2,26,30,86.7,11,36,47,16,11,6,11,26,L
LAC,Home,DAL,240,121,45,100,45,17,45,37.8,14,18,77.8,9,31,40,33,11,4,6,22,W
LAC,Away,DEN,240,96,30,87,34.5,3,21,14.3,33,37,89.2,7,31,38,20,9,7,17,27,L
LAC,Away,MEM,240,112,35,75,46.7,6,25,24,36,42,85.7,7,42,49,21,8,4,24,30,W
LAC,Home,PHX,240,134,50,84,59.5,11,22,50,23,30,76.7,7,36,43,33,12,9,11,25,W
LAC,Away,MIN,240,120,37,72,51.4,12,29,41.4,34,39,87.2,8,29,37,24,8,2,21,28,L
LAC,Away,BOS,240,123,40,84,47.6,12,30,40,31,40,77.5,6,43,49,28,6,6,17,27,W
LAC,Away,IND,240,92,37,85,43.5,6,17,35.3,12,19,63.2,9,27,36,23,14,6,21,19,L
LAC,Away,CHA,240,117,42,87,48.3,18,24,75,15,17,88.2,8,40,48,25,1,6,11,24,W
LAC,Away,TOR,240,103,38,89,42.7,2,12,16.7,25,29,86.2,7,29,36,15,7,7,13,24,L
LAC,Away,DET,240,111,40,82,48.8,10,20,50,21,34,61.8,11,36,47,22,5,4,13,24,W
LAC,Home,LAL,265,120,46,104,44.2,14,43,32.6,14,26,53.8,12,39,51,26,11,8,10,27,L
LAC,Home,ATL,240,118,41,85,48.2,10,27,37,26,28,92.9,13,25,38,27,10,4,16,26,L
LAC,Home,SAC,240,122,42,88,47.7,11,29,37.9,27,29,93.1,14,38,52,35,6,1,19,28,W
LAC,Away,CHI,240,106,38,82,46.3,8,21,38.1,22,29,75.9,5,45,50,27,3,4,16,14,W
LAC,Away,MIA,240,111,45,85,52.9,7,22,31.8,14,21,66.7,7,34,41,23,5,3,7,20,W
LAC,Away,DAL,240,98,33,91,36.3,10,36,27.8,22,29,75.9,14,27,41,19,4,4,8,26,L
LAC,Away,SAS,240,103,39,85,45.9,11,21,52.4,14,24,58.3,4,37,41,23,11,2,12,18,W
LAC,Home,GSW,240,94,31,85,36.5,4,25,16,28,35,80,12,40,52,11,6,4,18,30,L
LAC,Home,UTA,240,109,45,98,45.9,10,22,45.5,9,14,64.3,11,30,41,24,8,1,12,24,L
LAC,Home,NOP,240,117,41,86,47.7,18,36,50,17,24,70.8,8,42,50,34,4,7,17,21,L
LAC,Home,DET,240,104,36,74,48.6,9,18,50,23,29,79.3,6,32,38,25,7,5,17,19,L
LAC,Away,DEN,240,100,38,87,43.7,6,24,25,18,26,69.2,8,30,38,21,4,6,12,16,L
LAC,Home,CHA,240,128,48,93,51.6,14,30,46.7,18,21,85.7,7,38,45,28,6,11,10,24,W
LAC,Home,ORL,240,106,40,93,43,8,22,36.4,18,23,78.3,11,42,53,20,5,5,8,21,W
LAC,Away,PHX,240,121,43,84,51.2,10,24,41.7,25,32,78.1,16,27,43,31,12,7,20,27,W
LAC,Home,PHI,240,113,42,91,46.2,5,25,20,24,34,70.6,12,29,41,18,12,0,13,29,L
IND,Home,ATL,240,116,42,84,50,11,24,45.8,21,29,72.4,8,31,39,29,13,6,11,18,W
IND,Home,DET,240,125,53,87,60.9,5,19,26.3,14,20,70,7,36,43,33,11,5,13,17,W
IND,Away,ATL,240,129,46,83,55.4,13,27,48.1,24,33,72.7,10,29,39,35,13,3,17,17,W
IND,Home,WAS,240,105,43,97,44.3,9,30,30,10,12,83.3,16,41,57,24,12,6,17,25,W
IND,Away,BKN,240,114,44,82,53.7,11,26,42.3,15,18,83.3,6,23,29,24,10,8,12,26,W
IND,Away,TOR,240,96,38,80,47.5,9,20,45,11,16,68.8,9,40,49,19,6,7,23,21,L
IND,Home,CLE,240,91,37,93,39.8,4,22,18.2,13,21,61.9,14,38,52,21,7,9,9,12,L
IND,Home,NYK,240,110,40,87,46,12,34,35.3,18,23,78.3,11,34,45,28,9,4,13,18,W
IND,Away,PHI,240,113,42,95,44.2,8,20,40,21,24,87.5,11,36,47,33,7,2,7,22,W
IND,Home,MIL,240,113,43,91,47.3,12,30,40,15,20,75,14,40,54,31,7,4,16,13,W
IND,Home,WAS,240,109,41,76,53.9,10,20,50,17,22,77.3,7,43,50,29,7,7,24,25,W
IND,Home,SAC,240,107,40,92,43.5,8,30,26.7,19,22,86.4,15,37,52,26,7,8,17,17,W
IND,Away,ORL,240,112,44,93,47.3,9,26,34.6,15,18,83.3,11,42,53,26,8,8,10,17,W
IND,Home,CHI,240,96,35,76,46.1,6,22,27.3,20,24,83.3,6,39,45,22,10,6,18,13,W
